timestamp,device_id,ph
2025-10-10 16:53:06.908550,esp32_leitor_serial_para_testes,5.19
2025-10-10 16:53:12.992319,esp32_leitor_serial_para_testes,8.2
2025-10-10 16:53:19.083483,esp32_leitor_serial_para_testes,6.0
2025-10-10 16:55:36.588494,esp32_leitor_serial_para_testes,3.83
2025-10-10 16:55:42.791989,esp32_leitor_serial_para_testes,6.3
2025-10-10 16:55:48.862600,esp32_leitor_serial_para_testes,3.77
2025-10-10 17:19:37.348807,esp32_leitor_serial_para_testes,6.13
2025-10-10 17:19:43.410326,esp32_leitor_serial_para_testes,3.91
2025-10-10 17:19:49.482692,esp32_leitor_serial_para_testes,9.35
2025-10-10 17:19:55.552110,esp32_leitor_serial_para_testes,9.4
2025-10-10 17:20:01.621750,esp32_leitor_serial_para_testes,8.08
2025-10-10 17:20:07.704403,esp32_leitor_serial_para_testes,7.17
2025-10-10 17:20:13.790851,esp32_leitor_serial_para_testes,9.27
2025-10-10 17:20:19.881458,esp32_leitor_serial_para_testes,6.58
2025-10-10 17:20:25.961109,esp32_leitor_serial_para_testes,7.19
2025-10-10 17:20:32.041002,esp32_leitor_serial_para_testes,4.99
2025-10-10 17:20:38.132960,esp32_leitor_serial_para_testes,4.8
2025-10-10 17:25:12.504765,esp32_leitor_serial_para_testes,6.37
2025-10-10 17:25:18.576983,esp32_leitor_serial_para_testes,3.53
2025-10-10 17:25:24.632079,esp32_leitor_serial_para_testes,8.51
2025-10-10 17:25:30.699097,esp32_leitor_serial_para_testes,9.36
2025-10-10 17:25:36.779584,esp32_leitor_serial_para_testes,9.32
2025-10-10 17:25:42.859391,esp32_leitor_serial_para_testes,6.72
2025-10-10 17:25:48.931354,esp32_leitor_serial_para_testes,3.54
2025-10-10 17:25:55.004095,esp32_leitor_serial_para_testes,4.91
2025-10-10 17:26:01.092421,esp32_leitor_serial_para_testes,8.58
2025-10-10 17:26:07.167814,esp32_leitor_serial_para_testes,6.81
2025-10-10 17:26:13.252568,esp32_leitor_serial_para_testes,9.57
2025-10-10 17:26:20.584240,esp32_leitor_serial_para_testes,9.5
2025-10-10 17:26:26.683836,esp32_leitor_serial_para_testes,6.9
2025-10-10 17:26:32.781683,esp32_leitor_serial_para_testes,6.06
2025-10-10 17:26:38.863392,esp32_leitor_serial_para_testes,6.68
2025-10-10 17:26:44.956358,esp32_leitor_serial_para_testes,9.18
2025-10-10 17:26:51.023559,esp32_leitor_serial_para_testes,4.68
2025-10-10 17:26:57.110799,esp32_leitor_serial_para_testes,9.57
2025-10-10 17:27:03.191981,esp32_leitor_serial_para_testes,7.03
2025-10-10 17:27:09.273996,esp32_leitor_serial_para_testes,6.55
2025-10-10 17:27:15.512310,esp32_leitor_serial_para_testes,8.52
2025-10-10 17:27:21.597269,esp32_leitor_serial_para_testes,4.34
2025-10-10 17:27:27.699673,esp32_leitor_serial_para_testes,7.15
2025-10-10 17:27:33.791617,esp32_leitor_serial_para_testes,9.06
2025-10-10 17:27:39.884610,esp32_leitor_serial_para_testes,3.64
2025-10-10 17:27:45.958155,esp32_leitor_serial_para_testes,7.91
2025-10-10 17:27:52.039854,esp32_leitor_serial_para_testes,4.9
2025-10-10 17:32:55.997706,esp32_leitor_serial_para_testes,9.48
2025-10-10 17:33:02.091099,esp32_leitor_serial_para_testes,4.21
2025-10-10 17:33:08.175277,esp32_leitor_serial_para_testes,7.47
2025-10-10 17:33:14.307754,esp32_leitor_serial_para_testes,5.05
2025-10-10 17:33:20.393943,esp32_leitor_serial_para_testes,4.3
2025-10-10 17:33:26.464791,esp32_leitor_serial_para_testes,4.03
2025-10-10 17:33:32.551716,esp32_leitor_serial_para_testes,4.49
2025-10-10 17:33:38.635420,esp32_leitor_serial_para_testes,8.47
2025-10-10 17:33:44.727683,esp32_leitor_serial_para_testes,6.99
2025-10-10 17:33:50.807573,esp32_leitor_serial_para_testes,9.0
2025-10-10 17:33:56.876339,esp32_leitor_serial_para_testes,6.76
2025-10-10 17:34:02.977035,esp32_leitor_serial_para_testes,5.48
2025-10-10 17:34:09.040549,esp32_leitor_serial_para_testes,8.3
2025-10-10 17:34:15.133082,esp32_leitor_serial_para_testes,8.66
2025-10-10 17:34:21.315568,esp32_leitor_serial_para_testes,9.25
2025-10-10 17:34:27.485084,esp32_leitor_serial_para_testes,8.49
2025-10-10 17:34:33.734374,esp32_leitor_serial_para_testes,5.09
2025-10-10 17:34:39.945254,esp32_leitor_serial_para_testes,3.63
2025-10-10 17:34:46.071041,esp32_leitor_serial_para_testes,5.92
2025-10-10 17:34:52.152612,esp32_leitor_serial_para_testes,8.27
2025-10-10 17:34:58.242567,esp32_leitor_serial_para_testes,5.86
2025-10-10 17:35:04.350552,esp32_leitor_serial_para_testes,9.18
2025-10-10 17:35:10.439283,esp32_leitor_serial_para_testes,8.52
2025-10-10 17:35:16.531027,esp32_leitor_serial_para_testes,7.45
2025-10-10 17:35:22.614582,esp32_leitor_serial_para_testes,5.78
2025-10-10 17:35:28.706143,esp32_leitor_serial_para_testes,4.29
2025-10-10 17:35:34.801185,esp32_leitor_serial_para_testes,4.15
2025-10-10 17:35:40.895182,esp32_leitor_serial_para_testes,3.58
2025-10-10 17:35:46.987684,esp32_leitor_serial_para_testes,4.4
2025-10-10 17:35:53.071217,esp32_leitor_serial_para_testes,5.18
2025-10-10 17:35:59.150635,esp32_leitor_serial_para_testes,6.58
2025-10-10 20:03:53.423337,esp32_leitor_serial_para_testes,4.98
2025-10-10 20:03:59.567712,esp32_leitor_serial_para_testes,3.93
2025-10-10 20:04:05.636988,esp32_leitor_serial_para_testes,4.08
2025-10-10 20:04:11.714056,esp32_leitor_serial_para_testes,9.43
2025-10-10 20:04:17.821904,esp32_leitor_serial_para_testes,8.17
2025-10-10 20:04:23.919052,esp32_leitor_serial_para_testes,7.6
2025-10-10 20:04:30.057834,esp32_leitor_serial_para_testes,4.23
2025-10-10 20:04:36.121496,esp32_leitor_serial_para_testes,9.17
2025-10-10 20:04:42.170710,esp32_leitor_serial_para_testes,3.98
2025-10-10 20:04:48.249585,esp32_leitor_serial_para_testes,8.26
2025-10-10 20:04:54.326643,esp32_leitor_serial_para_testes,8.78
2025-10-10 20:05:00.447767,esp32_leitor_serial_para_testes,4.69
2025-10-10 20:05:06.539765,esp32_leitor_serial_para_testes,3.6
2025-10-10 20:05:12.614924,esp32_leitor_serial_para_testes,7.19
2025-10-10 20:05:18.700832,esp32_leitor_serial_para_testes,8.43
2025-10-10 20:05:24.792306,esp32_leitor_serial_para_testes,8.87
2025-10-10 20:05:30.886110,esp32_leitor_serial_para_testes,9.61
2025-10-10 20:05:36.951256,esp32_leitor_serial_para_testes,5.19
2025-10-10 20:05:43.042875,esp32_leitor_serial_para_testes,3.67
2025-10-10 20:05:49.135017,esp32_leitor_serial_para_testes,4.06
2025-10-10 20:05:55.201842,esp32_leitor_serial_para_testes,7.21
2025-10-10 20:06:01.301968,esp32_leitor_serial_para_testes,7.74
2025-10-10 20:06:07.372547,esp32_leitor_serial_para_testes,5.16
2025-10-10 20:06:13.476653,esp32_leitor_serial_para_testes,9.43
2025-10-10 20:06:21.431223,esp32_leitor_serial_para_testes,8.66
2025-10-10 20:06:27.549407,esp32_leitor_serial_para_testes,4.68
2025-10-10 20:06:33.614687,esp32_leitor_serial_para_testes,8.92
2025-10-10 20:06:39.684177,esp32_leitor_serial_para_testes,7.08
2025-10-10 20:06:45.754332,esp32_leitor_serial_para_testes,7.31
2025-10-10 20:06:51.833304,esp32_leitor_serial_para_testes,4.23
2025-10-10 20:06:57.925238,esp32_leitor_serial_para_testes,5.48
2025-10-10 20:07:04.010282,esp32_leitor_serial_para_testes,7.22
2025-10-10 20:07:10.089752,esp32_leitor_serial_para_testes,6.84
2025-10-10 20:07:16.170942,esp32_leitor_serial_para_testes,7.31
2025-10-10 20:07:22.263062,esp32_leitor_serial_para_testes,4.6
2025-10-10 20:07:28.347389,esp32_leitor_serial_para_testes,4.35
2025-10-10 20:07:34.432273,esp32_leitor_serial_para_testes,8.01
2025-10-10 20:07:40.527888,esp32_leitor_serial_para_testes,9.5
2025-10-10 20:07:46.600671,esp32_leitor_serial_para_testes,7.53
2025-10-10 20:07:52.696264,esp32_leitor_serial_para_testes,5.3
2025-10-10 20:07:58.789609,esp32_leitor_serial_para_testes,8.02
2025-10-10 20:08:04.866181,esp32_leitor_serial_para_testes,4.34
2025-10-10 20:08:10.945219,esp32_leitor_serial_para_testes,8.76
2025-10-10 20:08:17.033104,esp32_leitor_serial_para_testes,4.49
2025-10-10 20:08:23.118456,esp32_leitor_serial_para_testes,6.15
2025-10-10 20:08:29.306831,esp32_leitor_serial_para_testes,9.65
2025-10-10 20:08:35.389514,esp32_leitor_serial_para_testes,7.72
2025-10-10 20:08:41.478957,esp32_leitor_serial_para_testes,3.52
2025-10-10 20:08:47.564510,esp32_leitor_serial_para_testes,8.15
2025-10-10 20:08:53.643764,esp32_leitor_serial_para_testes,5.13
2025-10-10 20:08:59.731911,esp32_leitor_serial_para_testes,8.36
2025-10-10 20:09:05.816224,esp32_leitor_serial_para_testes,4.22
2025-10-10 20:09:11.899703,esp32_leitor_serial_para_testes,8.27
2025-10-10 20:09:17.987068,esp32_leitor_serial_para_testes,5.9
2025-10-10 20:09:24.075251,esp32_leitor_serial_para_testes,6.38
2025-10-10 20:09:30.147033,esp32_leitor_serial_para_testes,8.65
2025-10-10 20:09:36.230630,esp32_leitor_serial_para_testes,4.8
2025-10-10 20:09:42.321181,esp32_leitor_serial_para_testes,7.32
2025-10-10 20:09:48.408893,esp32_leitor_serial_para_testes,5.42
2025-10-10 20:09:54.474715,esp32_leitor_serial_para_testes,9.49
2025-10-10 20:10:00.553715,esp32_leitor_serial_para_testes,8.37
2025-10-10 20:10:06.628012,esp32_leitor_serial_para_testes,3.53
2025-10-10 20:10:12.708899,esp32_leitor_serial_para_testes,5.75
2025-10-10 20:10:18.791232,esp32_leitor_serial_para_testes,4.18
2025-10-10 20:10:24.887093,esp32_leitor_serial_para_testes,6.22
2025-10-10 20:10:31.294595,esp32_leitor_serial_para_testes,3.68
2025-10-10 20:10:37.363368,esp32_leitor_serial_para_testes,5.63
2025-10-10 20:10:43.449133,esp32_leitor_serial_para_testes,8.59
2025-10-10 20:10:49.540362,esp32_leitor_serial_para_testes,9.06
2025-10-10 20:11:00.944984,esp32_leitor_serial_para_testes,7.77
2025-10-10 20:11:07.033541,esp32_leitor_serial_para_testes,9.54
2025-10-10 20:11:57.238249,esp32_leitor_serial_para_testes,7.5
2025-10-10 20:12:03.329827,esp32_leitor_serial_para_testes,5.28
2025-10-10 20:23:07.293970,esp32_leitor_serial_para_testes,8.92
2025-10-10 20:23:13.383086,esp32_leitor_serial_para_testes,8.12
2025-10-10 20:23:19.464650,esp32_leitor_serial_para_testes,7.01
2025-10-10 20:23:25.554855,esp32_leitor_serial_para_testes,3.64
2025-10-10 20:23:31.621721,esp32_leitor_serial_para_testes,7.19
2025-10-10 20:23:37.714628,esp32_leitor_serial_para_testes,8.77
2025-10-10 20:23:43.795436,esp32_leitor_serial_para_testes,4.79
2025-10-10 20:24:58.429762,esp32_leitor_serial_para_testes,7.72
2025-10-10 20:25:04.527160,esp32_leitor_serial_para_testes,7.87
2025-10-10 20:25:10.614320,esp32_leitor_serial_para_testes,4.69
2025-10-10 20:25:16.707654,esp32_leitor_serial_para_testes,6.05
2025-10-10 20:25:22.809216,esp32_leitor_serial_para_testes,8.39
2025-10-10 20:25:28.915583,esp32_leitor_serial_para_testes,9.73
2025-10-10 20:25:35.009296,esp32_leitor_serial_para_testes,4.35
2025-10-10 20:44:34.709589,esp32_leitor_serial_para_testes,6.25
2025-10-10 20:44:40.863535,esp32_leitor_serial_para_testes,4.65
2025-10-10 20:44:46.944663,esp32_leitor_serial_para_testes,6.6
2025-10-10 20:44:53.066327,esp32_leitor_serial_para_testes,9.73
2025-10-10 20:44:59.162367,esp32_leitor_serial_para_testes,7.18
2025-10-10 20:45:05.292717,esp32_leitor_serial_para_testes,6.43
2025-10-10 20:45:11.391360,esp32_leitor_serial_para_testes,7.56
2025-10-10 20:45:17.539477,esp32_leitor_serial_para_testes,8.35
2025-10-10 20:45:23.619068,esp32_leitor_serial_para_testes,7.63
2025-10-10 20:45:29.759924,esp32_leitor_serial_para_testes,7.15
2025-10-10 20:45:35.893718,esp32_leitor_serial_para_testes,5.47
2025-10-10 20:45:41.980636,esp32_leitor_serial_para_testes,8.87
2025-10-10 20:45:48.066142,esp32_leitor_serial_para_testes,9.03
2025-10-10 20:45:54.165210,esp32_leitor_serial_para_testes,4.61
2025-10-10 20:46:00.249133,esp32_leitor_serial_para_testes,7.26
2025-10-10 20:46:06.304240,esp32_leitor_serial_para_testes,8.89
2025-10-10 20:46:12.428100,esp32_leitor_serial_para_testes,7.12
2025-10-10 20:46:18.572541,esp32_leitor_serial_para_testes,7.1
2025-10-10 20:46:24.629566,esp32_leitor_serial_para_testes,6.07
2025-10-10 20:46:30.718198,esp32_leitor_serial_para_testes,8.47
2025-10-10 20:46:36.791230,esp32_leitor_serial_para_testes,7.87
2025-10-10 20:46:42.861343,esp32_leitor_serial_para_testes,4.75
2025-10-10 20:46:48.945405,esp32_leitor_serial_para_testes,5.13
2025-10-10 20:46:55.018490,esp32_leitor_serial_para_testes,6.31
2025-10-10 20:47:01.140412,esp32_leitor_serial_para_testes,6.83
2025-10-10 20:47:07.212749,esp32_leitor_serial_para_testes,7.71
2025-10-10 20:47:13.270317,esp32_leitor_serial_para_testes,7.27
2025-10-10 20:47:19.361864,esp32_leitor_serial_para_testes,6.86
2025-10-10 20:47:25.539645,esp32_leitor_serial_para_testes,4.33
2025-10-10 20:53:13.344893,esp32_leitor_serial_para_testes,9.25
2025-10-10 20:53:19.721564,esp32_leitor_serial_para_testes,6.9
2025-10-10 20:53:25.862549,esp32_leitor_serial_para_testes,5.17
2025-10-10 20:53:31.929643,esp32_leitor_serial_para_testes,9.04
2025-10-10 20:53:38.011244,esp32_leitor_serial_para_testes,6.52
2025-10-10 20:53:44.141753,esp32_leitor_serial_para_testes,9.62
2025-10-10 20:53:50.232892,esp32_leitor_serial_para_testes,5.05
2025-10-10 20:53:56.294949,esp32_leitor_serial_para_testes,3.67
2025-10-10 20:54:02.383390,esp32_leitor_serial_para_testes,4.64
2025-10-10 20:54:08.453306,esp32_leitor_serial_para_testes,8.97
2025-10-10 20:54:14.698257,esp32_leitor_serial_para_testes,3.76
2025-10-10 20:54:20.823934,esp32_leitor_serial_para_testes,9.68
